Year,Country,Gold,Silver,Bronze,Total
2016,IRI,3.0,1.0,4.0,8.0
2016,SRB,2.0,4.0,2.0,8.0
2016,TUR,1.0,3.0,4.0,8.0
2016,GEO,2.0,1.0,4.0,7.0
2016,PRK,2.0,3.0,2.0,7.0
2016,SUI,3.0,2.0,2.0,7.0
2016,BEL,2.0,2.0,2.0,6.0
2016,GRE,3.0,1.0,2.0,6.0
2016,THA,2.0,2.0,2.0,6.0
2016,MAS,0.0,4.0,1.0,5.0
2016,MEX,0.0,3.0,2.0,5.0
2016,ARG,3.0,1.0,0.0,4.0
2016,ARM,1.0,3.0,0.0,4.0
2016,LTU,0.0,1.0,3.0,4.0
2016,NOR,0.0,0.0,4.0,4.0
2016,ROU,1.0,1.0,2.0,4.0
2016,SLO,1.0,2.0,1.0,4.0
2016,SVK,2.0,2.0,0.0,4.0
2016,BUL,0.0,1.0,2.0,3.0
2016,EGY,0.0,0.0,3.0,3.0
2016,INA,1.0,2.0,0.0,3.0
2016,TPE,1.0,0.0,2.0,3.0
2016,TUN,0.0,0.0,3.0,3.0
2016,VEN,0.0,1.0,2.0,3.0
2016,ALG,0.0,2.0,0.0,2.0
2016,BAH,1.0,0.0,1.0,2.0
2016,BRN,1.0,1.0,0.0,2.0
2016,CIV,1.0,0.0,1.0,2.0
2016,IND,0.0,1.0,1.0,2.0
2016,IOA,1.0,0.0,1.0,2.0
2016,IRL,0.0,2.0,0.0,2.0
2016,ISR,0.0,0.0,2.0,2.0
2016,MGL,0.0,1.0,1.0,2.0
2016,VIE,1.0,1.0,0.0,2.0
2016,AUT,0.0,0.0,1.0,1.0
2016,BDI,0.0,1.0,0.0,1.0
2016,DOM,0.0,0.0,1.0,1.0
2016,EST,0.0,0.0,1.0,1.0
2016,FIJ,1.0,0.0,0.0,1.0
2016,FIN,0.0,0.0,1.0,1.0
2016,GRN,0.0,1.0,0.0,1.0
2016,JOR,1.0,0.0,0.0,1.0
2016,KOS,1.0,0.0,0.0,1.0
2016,MAR,0.0,0.0,1.0,1.0
2016,NGR,0.0,0.0,1.0,1.0
2016,NIG,0.0,1.0,0.0,1.0
2016,PHI,0.0,1.0,0.0,1.0
2016,POR,0.0,0.0,1.0,1.0
2016,PUR,1.0,0.0,0.0,1.0
2016,QAT,0.0,1.0,0.0,1.0
2016,SGP,1.0,0.0,0.0,1.0
2016,TJK,1.0,0.0,0.0,1.0
2016,TTO,0.0,0.0,1.0,1.0
2016,UAE,0.0,0.0,1.0,1.0
2020,USA,39.0,41.0,33.0,113.0
2020,CHN,38.0,32.0,19.0,89.0
2020,ROC,20.0,28.0,23.0,71.0
2020,GBR,22.0,20.0,22.0,64.0
2020,JPN,27.0,14.0,17.0,58.0
2020,AUS,17.0,7.0,22.0,46.0
2020,ITA,10.0,10.0,20.0,40.0
2020,GER,10.0,11.0,16.0,37.0
2020,NED,10.0,12.0,14.0,36.0
2020,FRA,10.0,12.0,11.0,33.0
2020,CAN,7.0,7.0,10.0,24.0
2020,BRA,7.0,6.0,8.0,21.0
2020,NZL,7.0,6.0,7.0,20.0
2020,HUN,6.0,7.0,7.0,20.0
2020,KOR,6.0,4.0,10.0,20.0
2020,UKR,1.0,6.0,12.0,19.0
2020,ESP,3.0,8.0,6.0,17.0
2020,CUB,7.0,3.0,5.0,15.0
2020,POL,4.0,5.0,5.0,14.0
2020,SUI,3.0,4.0,6.0,13.0
2020,TUR,2.0,2.0,9.0,13.0
2020,TPE,2.0,4.0,6.0,12.0
2020,CZE,4.0,4.0,3.0,11.0
2020,DEN,3.0,4.0,4.0,11.0
2020,KEN,4.0,4.0,2.0,10.0
2020,JAM,4.0,1.0,4.0,9.0
2020,SWE,3.0,6.0,0.0,9.0
2020,SRB,3.0,1.0,5.0,9.0
2020,NOR,4.0,2.0,2.0,8.0
2020,CRO,3.0,3.0,2.0,8.0
2020,GEO,2.0,5.0,1.0,8.0
2020,KAZ,0.0,0.0,8.0,8.0
2020,IRI,3.0,2.0,2.0,7.0
2020,BEL,3.0,1.0,3.0,7.0
2020,BLR,1.0,3.0,3.0,7.0
2020,IND,1.0,2.0,4.0,7.0
2020,AUT,1.0,1.0,5.0,7.0
2020,AZE,0.0,3.0,4.0,7.0
2020,BUL,3.0,1.0,2.0,6.0
2020,HKG,1.0,2.0,3.0,6.0
2020,EGY,1.0,1.0,4.0,6.0
2020,SLO,3.0,1.0,1.0,5.0
2020,UZB,3.0,0.0,2.0,5.0
2020,INA,1.0,1.0,3.0,5.0
2020,COL,0.0,4.0,1.0,5.0
2020,DOM,0.0,3.0,2.0,5.0
2020,GRE,2.0,1.0,1.0,4.0
2020,UGA,2.0,1.0,1.0,4.0
2020,IRL,2.0,0.0,2.0,4.0
2020,ISR,2.0,0.0,2.0,4.0
2020,ROU,1.0,3.0,0.0,4.0
2020,VEN,1.0,3.0,0.0,4.0
2020,PHI,1.0,2.0,1.0,4.0
2020,SVK,1.0,2.0,1.0,4.0
2020,ETH,1.0,1.0,2.0,4.0
2020,POR,1.0,1.0,2.0,4.0
2020,ARM,0.0,2.0,2.0,4.0
2020,MGL,0.0,1.0,3.0,4.0
2020,MEX,0.0,0.0,4.0,4.0
2020,ECU,2.0,1.0,0.0,3.0
2020,QAT,2.0,0.0,1.0,3.0
2020,RSA,1.0,2.0,0.0,3.0
2020,KGZ,0.0,2.0,1.0,3.0
2020,ARG,0.0,1.0,2.0,3.0
2020,SMR,0.0,1.0,2.0,3.0
2020,BAH,2.0,0.0,0.0,2.0
2020,KOS,2.0,0.0,0.0,2.0
2020,TUN,1.0,1.0,0.0,2.0
2020,EST,1.0,0.0,1.0,2.0
2020,FIJ,1.0,0.0,1.0,2.0
2020,LAT,1.0,0.0,1.0,2.0
2020,THA,1.0,0.0,1.0,2.0
2020,JOR,0.0,1.0,1.0,2.0
2020,MAS,0.0,1.0,1.0,2.0
2020,NGR,0.0,1.0,1.0,2.0
2020,FIN,0.0,0.0,2.0,2.0
2020,BER,1.0,0.0,0.0,1.0
2020,MAR,1.0,0.0,0.0,1.0
2020,PUR,1.0,0.0,0.0,1.0
2020,BRN,0.0,1.0,0.0,1.0
2020,LTU,0.0,1.0,0.0,1.0
2020,NAM,0.0,1.0,0.0,1.0
2020,MKD,0.0,1.0,0.0,1.0
2020,KSA,0.0,1.0,0.0,1.0
2020,TKM,0.0,1.0,0.0,1.0
2020,BOT,0.0,0.0,1.0,1.0
2020,BUR,0.0,0.0,1.0,1.0
2020,GHA,0.0,0.0,1.0,1.0
2020,GRN,0.0,0.0,1.0,1.0
2020,CIV,0.0,0.0,1.0,1.0
2020,KUW,0.0,0.0,1.0,1.0
2020,MDA,0.0,0.0,1.0,1.0
2020,SYR,0.0,0.0,1.0,1.0
2024,USA,40.0,44.0,42.0,126.0
2024,CHN,40.0,27.0,24.0,91.0
2024,GBR,14.0,22.0,29.0,65.0
2024,FRA,16.0,26.0,22.0,64.0
2024,AUS,18.0,19.0,16.0,53.0
2024,JPN,20.0,12.0,13.0,45.0
2024,ITA,12.0,13.0,15.0,40.0
2024,NED,15.0,7.0,12.0,34.0
2024,GER,12.0,13.0,8.0,33.0
2024,KOR,13.0,9.0,10.0,32.0
2024,CAN,9.0,7.0,11.0,27.0
2024,NZL,10.0,7.0,3.0,20.0
2024,BRA,3.0,7.0,10.0,20.0
2024,HUN,6.0,7.0,6.0,19.0
2024,ESP,5.0,4.0,9.0,18.0
2024,UZB,8.0,2.0,3.0,13.0
2024,IRI,3.0,6.0,3.0,12.0
2024,UKR,3.0,5.0,4.0,12.0
2024,SWE,4.0,4.0,3.0,11.0
2024,KEN,4.0,2.0,5.0,11.0
2024,BEL,3.0,1.0,6.0,10.0
2024,POL,1.0,4.0,5.0,10.0
2024,ROU,3.0,4.0,2.0,9.0
2024,DEN,2.0,2.0,5.0,9.0
2024,CUB,2.0,1.0,6.0,9.0
2024,NOR,4.0,1.0,3.0,8.0
2024,SUI,1.0,2.0,5.0,8.0
2024,GRE,1.0,1.0,6.0,8.0
2024,TUR,0.0,3.0,5.0,8.0
2024,IRL,4.0,0.0,3.0,7.0
2024,GEO,3.0,3.0,1.0,7.0
2024,BUL,3.0,1.0,3.0,7.0
2024,AZE,2.0,2.0,3.0,7.0
2024,CRO,2.0,2.0,3.0,7.0
2024,TPE,2.0,0.0,5.0,7.0
2024,ISR,1.0,5.0,1.0,7.0
2024,KAZ,1.0,3.0,3.0,7.0
2024,JAM,1.0,3.0,2.0,6.0
2024,RSA,1.0,3.0,2.0,6.0
2024,THA,1.0,3.0,2.0,6.0
2024,KGZ,0.0,2.0,4.0,6.0
2024,PRK,0.0,2.0,4.0,6.0
2024,IND,0.0,1.0,5.0,6.0
2024,SRB,3.0,1.0,1.0,5.0
2024,CZE,3.0,0.0,2.0,5.0
2024,AUT,2.0,0.0,3.0,5.0
2024,AIN,1.0,3.0,1.0,5.0
2024,ECU,1.0,2.0,2.0,5.0
2024,MEX,0.0,3.0,2.0,5.0
2024,BRN,2.0,1.0,1.0,4.0
2024,HKG,2.0,0.0,2.0,4.0
2024,PHI,2.0,0.0,2.0,4.0
2024,ETH,1.0,3.0,0.0,4.0
2024,POR,1.0,2.0,1.0,4.0
2024,ARM,0.0,3.0,1.0,4.0
2024,COL,0.0,3.0,1.0,4.0
2024,LTU,0.0,2.0,2.0,4.0
2024,MDA,0.0,1.0,3.0,4.0
2024,SLO,2.0,1.0,0.0,3.0
2024,ALG,2.0,0.0,1.0,3.0
2024,INA,2.0,0.0,1.0,3.0
2024,ARG,1.0,1.0,1.0,3.0
2024,EGY,1.0,1.0,1.0,3.0
2024,TUN,1.0,1.0,1.0,3.0
2024,DOM,1.0,0.0,2.0,3.0
2024,TJK,0.0,0.0,3.0,3.0
2024,BOT,1.0,1.0,0.0,2.0
2024,CHI,1.0,1.0,0.0,2.0
2024,LCA,1.0,1.0,0.0,2.0
2024,UGA,1.0,1.0,0.0,2.0
2024,GUA,1.0,0.0,1.0,2.0
2024,MAR,1.0,0.0,1.0,2.0
2024,KOS,0.0,1.0,1.0,2.0
2024,ALB,0.0,0.0,2.0,2.0
2024,GRN,0.0,0.0,2.0,2.0
2024,MAS,0.0,0.0,2.0,2.0
2024,PUR,0.0,0.0,2.0,2.0
2024,DMA,1.0,0.0,0.0,1.0
2024,PAK,1.0,0.0,0.0,1.0
2024,CYP,0.0,1.0,0.0,1.0
2024,FIJ,0.0,1.0,0.0,1.0
2024,JOR,0.0,1.0,0.0,1.0
2024,MGL,0.0,1.0,0.0,1.0
2024,PAN,0.0,1.0,0.0,1.0
2024,CPV,0.0,0.0,1.0,1.0
2024,CIV,0.0,0.0,1.0,1.0
2024,PER,0.0,0.0,1.0,1.0
2024,QAT,0.0,0.0,1.0,1.0
2024,EOR,0.0,0.0,1.0,1.0
2024,SGP,0.0,0.0,1.0,1.0
2024,SVK,0.0,0.0,1.0,1.0
2024,ZAM,0.0,0.0,1.0,1.0
